sale_date,name,token_id,price_gun,item_url
2025-08-05 02:53:50,Compensator for the Partisan,6964309,13.0,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/6964309
2025-08-05 04:05:06,Compensator for the Partisan,6964309,13.9,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/6964309
2025-08-05 04:12:45,Compensator for the Partisan,6964309,13.99,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/6964309
2025-08-05 06:11:32,Compensator for the Partisan,6964309,14.0,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/6964309
2025-08-05 08:28:12,Compensator for the Partisan,6964309,11.0,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/6964309
2025-08-05 09:31:04,Compensator for the Partisan,6964309,14.0,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/6964309
2025-08-06 05:19:50,Compensator for the Partisan,6964309,15.0,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/6964309
2025-08-06 06:55:25,Compensator for the Partisan,6964309,16.0,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/6964309
2025-08-06 08:22:03,Compensator for the Partisan,6964309,14.0,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/6964309
2025-08-07 03:52:35,Compensator for the Partisan,6964309,16.0,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/6964309
2025-08-07 05:04:58,Compensator for the Partisan,6964309,12.1,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/6964309
2025-08-07 05:38:48,Compensator for the Partisan,6964309,15.0,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/6964309
2025-08-08 08:43:34,Compensator for the Partisan,6964309,11.0,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/6964309
2025-08-08 09:38:16,Compensator for the Partisan,6964309,16.0,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/6964309
2025-08-08 10:39:45,Compensator for the Partisan,6964309,15.0,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/6964309
2025-08-08 15:43:39,Compensator for the Partisan,6964309,21.0,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/6964309
2025-08-08 15:59:43,Compensator for the Partisan,6964309,21.99,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/6964309
2025-08-09 08:47:25,Compensator for the Partisan,6964309,24.19,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/6964309
2025-08-09 09:09:24,Compensator for the Partisan,6964309,24.19,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/6964309
2025-08-09 13:55:17,Compensator for the Partisan,6964309,27.0,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/6964309
2025-08-09 14:08:12,Compensator for the Partisan,6964309,24.96,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/6964309
2025-08-09 14:33:53,Compensator for the Partisan,6964309,24.96,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/6964309
2025-08-10 10:01:29,Compensator for the Partisan,6964309,24.49,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/6964309
2025-08-10 10:16:53,Compensator for the Partisan,6964309,24.49,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/6964309
2025-08-10 10:54:58,Compensator for the Partisan,6964309,25.0,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/6964309
2025-08-10 13:46:41,Compensator for the Partisan,6964309,23.97,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/6964309
2025-08-10 14:16:34,Compensator for the Partisan,6964309,23.97,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/6964309
2025-08-11 10:23:50,Compensator for the Partisan,6964309,19.0,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/6964309
2025-08-11 10:34:32,Compensator for the Partisan,6964309,19.0,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/6964309
2025-08-11 10:44:02,Compensator for the Partisan,6964309,19.0,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/6964309
2025-08-11 11:40:06,Compensator for the Partisan,6964309,24.84,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/6964309
2025-08-11 12:23:10,Compensator for the Partisan,6964309,24.83,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/6964309
