sale_date,name,token_id,price_gun,rarity,seller,buyer,item_url,image_url,transaction_hash
2025-09-07 13:54:07,Grim Circuit,7265716,15.0,Common,0xef4e7d18b0ce2c1c1f5f83385d1d7aee6de57e8f,0x2b2ad75bd1678014248b4c43e64f08d8d898c35e,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/7265716,https://cdne-g01-livepc-wu-itemsthumbnails.azureedge.net/ExportedAssets/ProfileCustomization_DA_PlayerBanner_PPB_008_hd.png,0x812bc5f134f9c91f69ed0ff528f58ed13e83455792a2ad1be7c2f3ad6e61134d
2025-09-21 03:34:30,Grim Circuit,7154268,890.0,Common,0x6a7d4ccfc63b6f7c3302ca134d3f6d233c0a56ab,0x1e00b1aa2d0ce669879ef7e40d0985fe19f01329,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/7154268,https://cdne-g01-livepc-wu-itemsthumbnails.azureedge.net/ExportedAssets/ProfileCustomization_DA_PlayerBanner_PPB_008_hd.png,0xac14d5474c27c14e6819fd89fe27a9d4c2412323eb85b2029f903bc6cbbe7917
