sale_date,name,token_id,price_gun,rarity,seller,buyer,item_url,image_url,transaction_hash
2025-07-27 16:25:44,Golden Yank Hat,6544845,18265.0,Epic,0x463dedf4b71cd7e94d661c359818f9cd2071991b,0xd81180d7f83fdaae549130f7dbe88fede735d1eb,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/6544845,https://cdne-g01-livepc-wu-itemsthumbnails.azureedge.net/ExportedAssets/CustomizationItemTemplate_CIT_Headwear_Hat_UncleSam_55A_Gold_hd.png,0x7963bc203749ab07034dd71646275b0d4579a56b84d05b6d82e92e056805e182
2025-07-28 03:43:26,Golden Yank Hat,6538394,47000.0,Epic,0x06c8485604bbb06c8ae2e5b8e2f2b649671c0dc5,0xc6784709b1f2824dcb729d8872dcace45636b582,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/6538394,https://cdne-g01-livepc-wu-itemsthumbnails.azureedge.net/ExportedAssets/CustomizationItemTemplate_CIT_Headwear_Hat_UncleSam_55A_Gold_hd.png,0xf02ee46e74b5fe43d56b25a5973eda198f7718a769ccd2b19d6b9ee46a1612e2
2025-07-28 03:44:10,Golden Yank Hat,6538598,29000.0,Epic,0x9a238890e942fcec03493e6746958476be869189,0xc6784709b1f2824dcb729d8872dcace45636b582,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/6538598,https://cdne-g01-livepc-wu-itemsthumbnails.azureedge.net/ExportedAssets/CustomizationItemTemplate_CIT_Headwear_Hat_UncleSam_55A_Gold_hd.png,0x041ae99ebb5a0d5171f803c0b469e88e9b73614279ae63649034f932e0365d6a
2025-07-31 04:34:51,Golden Yank Hat,6107443,68998.0,Epic,0xb02d1e6d107f08b847020c196d63b5c28f14be48,0xc6784709b1f2824dcb729d8872dcace45636b582,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/6107443,https://cdne-g01-livepc-wu-itemsthumbnails.azureedge.net/ExportedAssets/CustomizationItemTemplate_CIT_Headwear_Hat_UncleSam_55A_Gold_hd.png,0x946bdf1158b45ee4caf09c737563fd54df121a1a9242a788b3bc9e2995f4710b
2025-07-31 04:34:51,Golden Yank Hat,6539055,65000.0,Epic,0x9a238890e942fcec03493e6746958476be869189,0xc6784709b1f2824dcb729d8872dcace45636b582,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/6539055,https://cdne-g01-livepc-wu-itemsthumbnails.azureedge.net/ExportedAssets/CustomizationItemTemplate_CIT_Headwear_Hat_UncleSam_55A_Gold_hd.png,0x946bdf1158b45ee4caf09c737563fd54df121a1a9242a788b3bc9e2995f4710b
2025-08-01 06:09:20,Golden Yank Hat,6216674,60000.0,Epic,0x71f60cecdb60be5ec2d081ebc1fd7abab73a01d6,0xc6784709b1f2824dcb729d8872dcace45636b582,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/6216674,https://cdne-g01-livepc-wu-itemsthumbnails.azureedge.net/ExportedAssets/CustomizationItemTemplate_CIT_Headwear_Hat_UncleSam_55A_Gold_hd.png,0x5db414530f66d92bc42d32ae2695c2522a4ff0aa425bd02f587999e336239148
2025-08-01 06:09:20,Golden Yank Hat,6539944,55000.0,Epic,0xa3c663a1d97d83b3c693f827c2518ba118f14ae6,0xc6784709b1f2824dcb729d8872dcace45636b582,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/6539944,https://cdne-g01-livepc-wu-itemsthumbnails.azureedge.net/ExportedAssets/CustomizationItemTemplate_CIT_Headwear_Hat_UncleSam_55A_Gold_hd.png,0x5db414530f66d92bc42d32ae2695c2522a4ff0aa425bd02f587999e336239148
2025-08-02 05:00:24,Golden Yank Hat,6544225,54300.0,Epic,0x95b1f5953968ed207754999ab9e4cb0f106489ab,0xc6784709b1f2824dcb729d8872dcace45636b582,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/6544225,https://cdne-g01-livepc-wu-itemsthumbnails.azureedge.net/ExportedAssets/CustomizationItemTemplate_CIT_Headwear_Hat_UncleSam_55A_Gold_hd.png,0x3e81a479be5feb3931d4e30907431d09eacb96e9332488e1adc2c18ccb259db7
2025-08-02 06:16:54,Golden Yank Hat,6249603,54400.0,Epic,0xd66c43f4dd36e149fb7311a993e48e49a4b75045,0xc6784709b1f2824dcb729d8872dcace45636b582,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/6249603,https://cdne-g01-livepc-wu-itemsthumbnails.azureedge.net/ExportedAssets/CustomizationItemTemplate_CIT_Headwear_Hat_UncleSam_55A_Gold_hd.png,0x5b3906f1e2168f6531f09e9b178bcda4d52fa8cf625f49ebc9c4cba3890f9838
2025-08-02 06:16:54,Golden Yank Hat,6549881,54500.0,Epic,0x7e0337090b34bed007970855e69a8fb400e4cc73,0xc6784709b1f2824dcb729d8872dcace45636b582,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/6549881,https://cdne-g01-livepc-wu-itemsthumbnails.azureedge.net/ExportedAssets/CustomizationItemTemplate_CIT_Headwear_Hat_UncleSam_55A_Gold_hd.png,0x5b3906f1e2168f6531f09e9b178bcda4d52fa8cf625f49ebc9c4cba3890f9838
