sale_date,name,token_id,price_gun,item_url
2025-07-24 23:24:42,Boomslang Player Zero,1346148,799.0,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/1346148
2025-07-25 00:31:42,Boomslang Player Zero,781161,799.0,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/781161
2025-07-25 01:55:18,Boomslang Player Zero,5493865,800.0,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/5493865
2025-07-25 02:24:39,Boomslang Player Zero,5493865,1400.0,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/5493865
2025-07-25 09:22:17,Boomslang Player Zero,176804,1000.0,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/176804
2025-07-26 23:07:23,Boomslang Player Zero,2741233,599.0,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/2741233
2025-07-27 12:44:40,Boomslang Player Zero,2603135,300.0,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/2603135
2025-07-27 21:04:48,Boomslang Player Zero,6825009,400.0,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/6825009
2025-07-27 23:15:35,Boomslang Player Zero,1014923,399.0,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/1014923
2025-07-28 02:55:55,Boomslang Player Zero,1630605,455.0,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/1630605
2025-07-28 11:10:04,Boomslang Player Zero,2612850,450.0,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/2612850
2025-07-28 22:01:54,Boomslang Player Zero,2603135,490.0,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/2603135
2025-07-29 07:11:27,Boomslang Player Zero,6215609,800.0,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/6215609
2025-07-29 12:23:06,Boomslang Player Zero,1442901,498.0,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/1442901
2025-08-01 06:56:07,Boomslang Player Zero,4762113,176.0,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/4762113
2025-08-01 08:41:56,Boomslang Player Zero,5215024,400.0,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/5215024
2025-08-02 07:40:31,Boomslang Player Zero,3128928,300.0,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/3128928
2025-08-02 18:47:38,Boomslang Player Zero,5754161,380.0,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/5754161
2025-08-04 01:25:12,Boomslang Player Zero,1917878,251.0,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/1917878
2025-08-04 04:30:21,Boomslang Player Zero,1606844,280.0,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/1606844
2025-08-04 04:32:24,Boomslang Player Zero,4606490,310.0,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/4606490
2025-08-04 20:00:35,Boomslang Player Zero,5390843,400.0,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/5390843
2025-08-05 01:11:16,Boomslang Player Zero,2777253,270.0,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/2777253
2025-08-05 01:16:32,Boomslang Player Zero,2777253,490.0,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/2777253
