sale_date,name,token_id,price_gun,item_url,seller,buyer,transaction_hash
2025-07-27 19:19:06,Pink Fury Cap,1017051,45.0,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/1017051,0x91109b6dbf893f28b3623ecd16f634a1f8d5b6f5,0x01614c55d915372550b3b613892f8a4f72fe2cff,0xd92493a29f4747ce506ea7fb7e77c84933ceeaf8974b7fe46cffd2070198877d
