sale_date,name,token_id,price_gun,item_url,seller,buyer,transaction_hash
2025-07-28 16:38:47,Corporate Enforcer Balaklava,811169,49.0,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/811169,0xd81180d7f83fdaae549130f7dbe88fede735d1eb,0xf78527b42bc896253689ef9acc37c73a00971620,0xb8db12c97d5163a0213b0d871e5bbdf0c9ca39dc45c797bd58ff2794e5a0d79b
2025-07-30 07:09:44,Corporate Enforcer Balaklava,3199225,43.0,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/3199225,0x27b6308287a2b2af6c43ffcc8669bccb2cc0b502,0xc531ba0f433fbcda1417571df7d3600060acd24b,0x32a18a75b28e6d8cb8d0242e23db3b0db3e0762d9d38f23e650195a2b7207de1
2025-08-08 02:08:21,Corporate Enforcer Balaklava,1634761,25.0,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/1634761,0x754d3b1cf7465018824e3fd4e198aca40c1d5f23,0xb4a7193d5c6b9d31a41931d0f1f2ed8df6092dca,0x719fdebfebe0a6862c8e4ac4dad1ddb0393a3913649210cfe8c579cd1e7b6df4
2025-08-08 18:33:28,Corporate Enforcer Balaklava,3805702,50.0,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/3805702,0xf2e821e1d0a9df5a2dc2394e7764453dac7b3dc3,0x3102d08a397866308535fd6dbba1111f10f374b8,0x5844d37f69e9bf4006c10735a49c2f95f7ab94a39ad57dbf2ed9f388724b3b20
