sale_date,name,token_id,price_gun,item_url,seller,buyer,transaction_hash
2025-08-06 10:59:26,Major Cracker Jack Helmet,5810893,251.0,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/5810893,0x6a7d4ccfc63b6f7c3302ca134d3f6d233c0a56ab,0x741c518aeaf0384d4d7bf5065ace8016a6e4bff8,0x5d5a3aca2fcec3d91aa27f69cd2e40ed48a367850d8c69b00cfe1bf06094840e
