sale_date,name,token_id,price_gun,item_url,seller,buyer,transaction_hash
2025-07-24 23:47:11,BUZZKILLA,6211121,100.0,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/6211121,0x979323659c941d446e48b5c1c51ddb51c0f9b84b,0xd0ce55396cd8277c35b7b17febd06785a7cbfbed,0xfe729d71d351bb11fb675a7355598865113c8b3ca00ae404f5e0834ca4e2b633
2025-07-24 23:55:37,BUZZKILLA,6211121,150.0,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/6211121,0xd0ce55396cd8277c35b7b17febd06785a7cbfbed,0xd4f06b23cd1f2e4eb0da3d806206c4aad6d2234d,0x006f79bdfb39911ea205b3921fd0c0ba2264ee6273e8df1411615c69558c8720
2025-07-25 06:50:25,BUZZKILLA,998204,45.0,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/998204,0x8960c56dc9b01abe469de6108518f50b4e02d6d3,0x651a1e71bba077ec55e6cb4e1731f09b4d5f76f8,0xbbff88aded8cbeea94c336a38fcfc5187379733c79b492336d92ef073a9508f2
2025-07-25 11:32:23,BUZZKILLA,5232525,55.0,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/5232525,0xaf82c2e038c1df2f9b9437b756798460b31567ee,0x68145cb3fd60c478ec42fc81367944d050fca9e8,0x4be1e6d341f02b0c8a52aba09fb9afeaa0f92b2aa194384ab2563ac33b0e644e
2025-07-26 23:21:29,BUZZKILLA,1637467,11.0,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/1637467,0x275991f0111c4dfd8c8f7a3feaee03bfe0383c94,0x83e02c9f0ec019f75d3b7e6ac193109c9e7224ea,0x1f7547b326faec2b052949bcb511c048578cdaf3ce26b3884eeb7d259d28bbf6
2025-07-29 03:26:46,BUZZKILLA,1771252,54.0,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/1771252,0xaf82c2e038c1df2f9b9437b756798460b31567ee,0x14fb17d6311df9a072ebb730585cde36d96c5156,0xfd9db3900e7e70574a9d0f3dd9578749419b88e0bd3e165f6102da8ad34638b0
2025-08-01 02:25:23,BUZZKILLA,6854450,32.0,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/6854450,0x647689b013ee242fa38843108f591a55d7a0d845,0x561ce70340e5964c8843175a870d4a67056d26ba,0x9c261fb0cae747f6fc08919f2c2421022176cb19c02ddcdcc66d4a7aef92341c
2025-08-04 16:56:18,BUZZKILLA,121431,13.0,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/121431,0x53979ad6fa5705509f2c11f69fa8fafcb841e6d9,0x471801ab22320f594318ceca39d0946fa6dc4ef9,0x7ed7a572c5470f354e9cdb99243da4dd088f415bf70d8f841ad49b6f454d12a6
2025-08-05 03:57:43,BUZZKILLA,1349284,14.0,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/1349284,0xca15d3e7099f8ced12b1cdf6b9b1b2cf80d9c3fb,0x1adfe57f05c9a536e6dec54e2e1db26eeea9c0be,0x21921f28b8e07e1256ce45f73ce7529c452bd9e55b6623664a4b40b09eefb484
2025-08-05 04:18:16,BUZZKILLA,1349284,13.99,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/1349284,0x1adfe57f05c9a536e6dec54e2e1db26eeea9c0be,0x9aa84af6d889ab478fa2ff0c609fce1145a6a9ff,0xd1474588761f0831cb1b89a528688251f21d1825661a5bc7c7708cd629ea67ef
