sale_date,name,token_id,price_gun,item_url,seller,buyer,transaction_hash
2025-07-25 00:08:16,Kiiro Shinobi Jetpack,1346886,839.0,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/1346886,0x463dedf4b71cd7e94d661c359818f9cd2071991b,0x7a205a4a5f1cc04cfa751b030322804a0eb42d33,0xac86a43a9c327228f80a6215cae414a440d1762d8c672d697fedbefc6567578d
2025-07-25 23:11:04,Kiiro Shinobi Jetpack,2688792,299.0,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/2688792,0xd81180d7f83fdaae549130f7dbe88fede735d1eb,0x86e5937ff821822f108d98965fc83fad75859b40,0x23b8f784883a42e5ef4326a47a071390047e59fbe9a4de84f6a8e20a340f5368
2025-07-27 06:17:06,Kiiro Shinobi Jetpack,2757,424.0,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/2757,0xf044b361ad8eadffa19c5a639946563de113173c,0xb104bf2fac91639c14e97330e0b77cc3b1d8b2b6,0x358718e9e42aaf217a4a36c83a5a32630b4c025275e62b53bdf9269b9aefa1bd
2025-07-28 22:19:58,Kiiro Shinobi Jetpack,2603930,195.0,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/2603930,0x4e5396fd425a78de4b953c8b8b85304fe5692daf,0x3eef9664461a69176bee40cd9fcb0ddb1fdca1a2,0x1818c81cf768cf22df766f0d2ba588d66c4308041fd514e2839c538ab2586f69
2025-07-29 05:45:37,Kiiro Shinobi Jetpack,1630336,199.0,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/1630336,0x275991f0111c4dfd8c8f7a3feaee03bfe0383c94,0x5506c176737024e23dddbbb6d23f2f95becf729d,0x69caa50818d3388125624b93e0448bc7141991139dcd0e6efba015b8f376618c
2025-07-29 05:47:26,Kiiro Shinobi Jetpack,2603930,250.0,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/2603930,0x3eef9664461a69176bee40cd9fcb0ddb1fdca1a2,0x5506c176737024e23dddbbb6d23f2f95becf729d,0x50355561fccd0ce423f31b27d3aceb2c70221e894768e337fbb3df8a53bdef5e
2025-07-29 05:48:19,Kiiro Shinobi Jetpack,1637514,199.0,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/1637514,0x275991f0111c4dfd8c8f7a3feaee03bfe0383c94,0x5506c176737024e23dddbbb6d23f2f95becf729d,0x88e4460531310b39f0ae980ff2d7c05573505d972788de8028d64aeaeccf8736
2025-07-29 07:04:43,Kiiro Shinobi Jetpack,402422,300.0,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/402422,0x979323659c941d446e48b5c1c51ddb51c0f9b84b,0x5506c176737024e23dddbbb6d23f2f95becf729d,0x044535879675c474acab9f902bcc90cf013e1eb27308cb1eb452c3a56c928bde
2025-08-06 18:59:29,Kiiro Shinobi Jetpack,247549,120.0,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/247549,0x26d243e1b7437ed5852b40d197a71a771457b800,0x34c92ca44f4884f1e2ee722026bb95a8774f5e89,0x9cca775d63cd194f6cabc32f4ccc4b75e672549b222bee0f255e4d9534e3d3de
2025-08-10 22:09:12,Kiiro Shinobi Jetpack,1017016,99.0,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/1017016,0x91109b6dbf893f28b3623ecd16f634a1f8d5b6f5,0x34c92ca44f4884f1e2ee722026bb95a8774f5e89,0x24065295f20131197a6a9115589dc9eac9d45eb75b99004c2fd4d1177c740ff8
2025-08-10 22:09:32,Kiiro Shinobi Jetpack,1017016,110.0,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/1017016,0x34c92ca44f4884f1e2ee722026bb95a8774f5e89,0x29a3c67f2a4a50250342d23748beed0c19349605,0x10eafa5c0282b8dce0f49c0adba55701bd0dbaab364166c433d48939b2a78f9a
