sale_date,name,token_id,price_gun,item_url,seller,buyer,transaction_hash
2025-07-25 00:07:05,Scump Set,1868070,499.0,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/1868070,0x78469dbe390cf601289655ec1d197b35e52c7ca7,0x322399c7f87e6f7f84601778b0ec5391633b3fa3,0xeb80d01b1d1fc5967d802c8afcd64fd033847263ba8a6e380083cde634fc09b7
2025-07-26 17:47:06,Scump Set,2740076,99.0,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/2740076,0xd81180d7f83fdaae549130f7dbe88fede735d1eb,0x19dfe4f4af813dc8a22476bea1371e1f0180d93f,0x13f7033ce70d7205972c531f61bd10b18a5e7115b4a480acca0b3ba9006ffbfa
2025-07-27 12:41:43,Scump Set,5669257,150.0,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/5669257,0x52ae83a90375986d24351085a910b85c57b92a35,0x9ce7da479710316b7fc3a6eaa6b7a93cdde538cf,0xfbc20dc142b9ee0939f1bb2328447a2783b2270c074567e048b67a46385e159f
2025-07-28 11:32:35,Scump Set,2960360,150.0,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/2960360,0xdd856b75701b7f79a2554e3fcc70603ef6feaa8b,0x2b2ad75bd1678014248b4c43e64f08d8d898c35e,0xb1e96faef9a02dd5eea97b854e15d315f290afa0a9806bc440f202e9548f09ba
2025-07-29 10:08:21,Scump Set,177105,175.0,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/177105,0x447298f5b4ec1b15ad325adc23e26e2949bc59b3,0x9ce7da479710316b7fc3a6eaa6b7a93cdde538cf,0x3cb82999c8b69a3819236b0e14d264e6a42faa510d4528376d6632ccb35d163e
2025-08-02 20:33:35,Scump Set,1606646,130.0,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/1606646,0xd855a0ac9d3148790e70f8ce371656083b3a6767,0x2b2ad75bd1678014248b4c43e64f08d8d898c35e,0x0fdfda263615af7ed84be8c8104f308b110bd20c65906b5c92859f6de0749f5e
2025-08-04 16:26:19,Scump Set,1632218,150.0,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/1632218,0x275991f0111c4dfd8c8f7a3feaee03bfe0383c94,0x19dfe4f4af813dc8a22476bea1371e1f0180d93f,0xf2a523b4d94d45922872f8c70b838038be084e42e0a6366812d85f24de5c5ab1
2025-08-07 19:42:22,Scump Set,1347317,237.0,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/1347317,0x6a7d4ccfc63b6f7c3302ca134d3f6d233c0a56ab,0x88815cee9d678b6e288fb48da3abbd4514ff06c3,0xb1a3306cda4c687716647431b8a63bb7e022fc1bce6673390545ca2039856434
2025-08-07 22:12:26,Scump Set,1288968,250.0,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/1288968,0x02b83d8a6f77e5f3e417a5cb3e9b6ec9a0c8f46c,0x24a5a851568d81a4c5beed9fdca5a05c436ec925,0xe1c08315ba86f7a3012cc7bc6145f5070ba8b2db646c0e97eee0c460e27b95c9
2025-08-12 13:09:26,Scump Set,2946863,100.0,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/2946863,0x79bad60aa4d3b72a59318feaf6f8a950ea4f9862,0xb06260f7eb49ec9f323fe10543ea3f5996edd054,0x82d580e6bcb8d2dd6fab01e16992fb59f19bc03fad2c086d99aed4764f5699f5
