sale_date,name,token_id,price_gun,item_url,seller,buyer,transaction_hash
2025-07-27 22:49:55,Noise Suppressor for the Mavinga,6792443,35.0,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/6792443,0x08bfea042f02443ed16f9b8e100f7ea66b9d8e3e,0x3e33d8bff79507206266b07c0d8dc9df8681a50f,0x889d2b1d91e1749855caadfcbb8777f91cab0215bcdd75029187a83428da2cf8
