sale_date,name,token_id,price_gun,item_url,seller,buyer,transaction_hash
2025-07-26 19:53:37,Throne of Games,1630472,11.0,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/1630472,0x275991f0111c4dfd8c8f7a3feaee03bfe0383c94,0x7a351bcf0de87a27a0cf0e0c89f54dd65ce99c0f,0xab5fb5c3592949929ef5d883c84bebc99da35adc316aff52458c4837c2e75a63
2025-07-27 17:12:53,Throne of Games,2740571,99.0,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/2740571,0xd81180d7f83fdaae549130f7dbe88fede735d1eb,0x62d9f82c59358d04afe405884524e4b5cdf4d5ed,0x536122ce0a9e1c4ca9452f86ba967a51121b81cd10062bb9f2ff803d5e9dc0f1
