sale_date,name,token_id,price_gun,item_url,seller,buyer,transaction_hash
2025-07-27 05:25:57,Cleanup Crew Hoodie,778784,15.0,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/778784,0x91109b6dbf893f28b3623ecd16f634a1f8d5b6f5,0x62d9f82c59358d04afe405884524e4b5cdf4d5ed,0x0b8eb967101cadf9f1443b9e05076a5dd88cc84a32837e92af91333b5c2775ef
