sale_date,name,token_id,price_gun,item_url,seller,buyer,transaction_hash
2025-07-30 06:55:29,Dad Beard - Orange,1292902,41.0,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/1292902,0x02b83d8a6f77e5f3e417a5cb3e9b6ec9a0c8f46c,0x3b0ed655e4e94496a335633f68e0ee21c1474ae4,0x85b3c5c50f980d17c34c9ccf0ad801a515a210f62bd22e2c3365bf02c902d8c1
